id,ticket_text,true_category,predicted_category_controlled_v1,reasoning_controlled_v1,correct_controlled_v1,allowed_controlled_v1,missing_exact_match_feedback_controlled_v1,missing_allowed_feedback_controlled_v1,status_controlled_v1,error_controlled_v1,latency_controlled_v1,tokens_controlled_v1,cost_controlled_v1,experiment_controlled_v1,predicted_category_focused_v2,reasoning_focused_v2,correct_focused_v2,allowed_focused_v2,missing_exact_match_feedback_focused_v2,missing_allowed_feedback_focused_v2,status_focused_v2,error_focused_v2,latency_focused_v2,tokens_focused_v2,cost_focused_v2,experiment_focused_v2,source_row,supplied_baseline_prediction,supplied_baseline_reasoning,supplied_baseline_result,supplied_correct,controlled_matches_supplied_prediction,prediction_changed_v1_to_v2,outcome,failure_group_from_supplied_workbook
t120,Do you guys ship to Canada? Couldn't find it on the FAQ page.,other,other,The ticket is a general question about shipping policies.,1,1,0,0,success,,0.598553,226.0,4.245e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking a general question about shipping to Canada, which does not fit into the other specified categories.",1,1,0,0,success,,2.693377,304.0,5.955e-05,cs-routing-official150-focused-v2-61199498,135,other,Customer is asking a pre-purchase shipping question — general inquiry.,Pass,1,1,0,stable_pass,
t121,Quick question — do you ship to Canada?,other,other,"The question is about shipping policies, which does not fit into the specified categories.",1,1,0,0,success,,0.816835,226.0,4.515e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is a general question about shipping, not related to an order or refund.",1,1,0,0,success,,0.860351,293.0,5.565e-05,cs-routing-official150-focused-v2-61199498,136,other,Customer has a pre-purchase shipping question.,Pass,1,1,0,stable_pass,
t122,Couldn't find shipping info on the site. Do you ship to Canada?,other,other,The ticket is a general question about shipping policies.,1,1,0,0,success,,0.600021,225.0,4.23e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking a general question about shipping to Canada, not requesting a refund or order status.",1,1,0,0,success,,0.692941,301.0,5.82e-05,cs-routing-official150-focused-v2-61199498,137,other,Customer is asking about international shipping availability.,Pass,1,1,0,stable_pass,
t123,Just wanted to say the customer service rep I spoke to yesterday was amazing. Thank you!,other,other,"The ticket is feedback about customer service, which does not fit into the other categories.",1,1,0,0,success,,0.584242,236.0,4.71e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is feedback about customer service, not a request related to orders, refunds, or account issues.",1,1,0,0,success,,0.771334,306.0,5.94e-05,cs-routing-official150-focused-v2-61199498,138,other,Customer is sending positive feedback — general.,Pass,1,1,0,stable_pass,
t124,Big thanks to your customer service team — yesterday's rep was great!,other,other,"The ticket expresses gratitude and feedback about customer service, which does not fit into the other specified categories.",1,1,0,0,success,,0.600591,235.0,4.83e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket expresses gratitude and does not request assistance related to orders, refunds, or account issues.",1,1,0,0,success,,0.750187,300.0,5.76e-05,cs-routing-official150-focused-v2-61199498,139,other,Customer is praising the support team — feedback.,Pass,1,1,0,stable_pass,
t125,The rep I worked with yesterday was wonderful — please pass along my thanks.,other,other,The ticket expresses gratitude and does not pertain to any specific support category.,1,1,0,0,success,,0.802855,231.0,4.545e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket expresses gratitude and does not request assistance related to orders, refunds, or account issues.",1,1,0,0,success,,0.655104,301.0,5.775e-05,cs-routing-official150-focused-v2-61199498,140,other,Customer is sending positive feedback about a support agent.,Pass,1,1,0,stable_pass,
t126,Is the red version of SKU-1140 back in stock?,other,other,The ticket is a general inquiry about product availability.,1,1,0,0,success,,0.573512,224.0,4.215e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is inquiring about product availability, which does not fit the other categories.",1,1,0,0,success,,0.578337,297.0,5.625e-05,cs-routing-official150-focused-v2-61199498,141,other,Customer is asking about product availability — pre-purchase.,Pass,1,1,0,stable_pass,
t127,Restock alert? When will SKU-1140 in red be back?,other,other,"The customer is inquiring about restock information, which does not fit into the specified categories.",1,1,0,0,success,,0.730933,235.0,4.785e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is inquiring about restock information, which does not fit into the specified categories.",1,1,1,1,success,,0.944273,301.0,5.775e-05,cs-routing-official150-focused-v2-61199498,142,other,Customer is asking about a restock — informational.,Pass,1,1,0,stable_pass,
t128,Looking for the red SKU-1140 — is it available again yet?,other,other,"The customer is inquiring about product availability, which does not fit into the specified categories.",1,1,1,1,success,,0.753287,234.0,4.725e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is inquiring about product availability, which does not fit into the specified categories.",1,1,0,0,success,,0.672576,300.0,5.715e-05,cs-routing-official150-focused-v2-61199498,143,other,Customer is asking about stock availability.,Pass,1,1,0,stable_pass,
t129,Do you offer a student discount? Couldn't find one at checkout.,other,other,"The inquiry is about a discount policy, which does not fit into the specified categories.",1,1,0,0,success,,0.662968,231.0,4.635e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking about a discount, which does not fit into the specified categories.",1,1,1,1,success,,0.741404,297.0,5.625e-05,cs-routing-official150-focused-v2-61199498,144,other,Customer is asking about a student-discount program — general inquiry.,Pass,1,1,0,stable_pass,
t130,Any student-discount option? Didn't see one in checkout.,other,other,"The inquiry is about a discount option, which does not fit into the specified categories.",1,1,0,0,success,,2.110495,230.0,4.62e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking about a discount option, which does not fit into the specified categories.",1,1,0,0,success,,0.841434,297.0,5.67e-05,cs-routing-official150-focused-v2-61199498,145,other,Customer is asking about discounts available — informational.,Pass,1,1,0,stable_pass,
t131,Is there a student discount on your store?,other,other,"The question is about a discount policy, which does not fit into the specified categories.",1,1,0,0,success,,0.90718,227.0,4.575e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking a general question about discounts, not related to an order or refund.",1,1,1,1,success,,0.639296,294.0,5.625e-05,cs-routing-official150-focused-v2-61199498,146,other,Customer is asking about discount eligibility.,Pass,1,1,0,stable_pass,
t132,When's your next sale? My birthday is coming up and I'd love to splurge.,other,other,"The customer is asking about future sales, which does not fit into the specified categories.",1,1,1,1,success,,0.587284,236.0,4.71e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking about future sales, which does not fit any of the specified categories.",1,1,0,0,success,,0.666901,303.0,5.76e-05,cs-routing-official150-focused-v2-61199498,147,other,Customer is asking about upcoming sales — pre-purchase.,Pass,1,1,0,stable_pass,
t133,Got any sales coming up? Birthday is around the corner.,other,other,"The customer is inquiring about upcoming sales, which does not fit into the specified categories.",1,1,0,0,success,,0.654554,231.0,4.68e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is inquiring about upcoming sales, which does not fit into the specified categories.",1,1,0,0,success,,0.822651,297.0,5.67e-05,cs-routing-official150-focused-v2-61199498,148,other,Customer is asking about future sale dates.,Pass,1,1,0,stable_pass,
t134,When does your next sale start? Want to time a big purchase.,other,other,"The ticket is a general question about sales, not related to an order, refund, product issue, or account help.",1,1,0,0,success,,0.81145,239.0,5.07e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking about future sales, which does not fit into any of the specified categories.",1,1,0,0,success,,0.610596,300.0,5.76e-05,cs-routing-official150-focused-v2-61199498,149,other,Customer is asking about upcoming promotions.,Pass,1,1,0,stable_pass,
t135,Do you have a sustainability report or info on where your products are sourced?,other,other,"The ticket is a general inquiry about sustainability and sourcing, not related to orders, refunds, products, or account issues.",1,1,0,0,success,,0.697369,240.0,5.085e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking for general information about sustainability and sourcing, which does not fit into the other specified categories.",1,1,0,0,success,,0.884099,304.0,5.955e-05,cs-routing-official150-focused-v2-61199498,150,other,Customer is asking about company practices — general inquiry.,Pass,1,1,0,stable_pass,
t136,Where do you source your products from? Curious about sustainability.,other,other,"The question is about sourcing and sustainability, which does not fit into the specified categories.",1,1,0,0,success,,0.7615,230.0,4.62e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is a general question about product sourcing and sustainability, not related to an order or refund.",1,1,0,0,success,,0.701364,299.0,5.79e-05,cs-routing-official150-focused-v2-61199498,151,other,Customer is asking about sourcing and sustainability.,Pass,1,1,0,stable_pass,
t137,Any sustainability info available for your products?,other,other,"The ticket is a general question about sustainability information, which does not fit into the specified categories.",1,1,0,0,success,,0.70041,228.0,4.68e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is a general question about sustainability information, not related to orders or refunds.",1,1,0,0,success,,0.597688,292.0,5.55e-05,cs-routing-official150-focused-v2-61199498,152,other,Customer is asking about company sustainability practices.,Pass,1,1,0,stable_pass,
t138,Can I bulk-order 50 units? Looking for B2B pricing.,other,other,"The inquiry is about bulk ordering and pricing, which does not fit into the specified categories.",1,1,0,0,success,,1.082366,234.0,4.725e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is a general inquiry about bulk ordering and pricing, not related to an order status, refund, product issue, or account help.",1,1,0,0,success,,0.679217,310.0,6.315e-05,cs-routing-official150-focused-v2-61199498,153,other,Customer is asking about bulk/B2B pricing — sales inquiry.,Pass,1,1,0,stable_pass,
t139,Need 50 units — do you offer B2B pricing?,other,other,"The inquiry is about pricing for bulk orders, which does not fit into the specified categories.",1,1,0,0,success,,0.799755,232.0,4.695e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is a general inquiry about B2B pricing and does not relate to order status, refunds, product issues, or account help.",1,1,0,0,success,,0.685769,308.0,6.285e-05,cs-routing-official150-focused-v2-61199498,154,other,Customer is asking about wholesale pricing.,Pass,1,1,0,stable_pass,
t140,"Bulk order question — 50 units, any volume discount?",other,other,"The ticket is a general inquiry about bulk order discounts, not related to any specific order or issue.",1,1,0,0,success,,0.787671,233.0,4.8e-05,cs-routing-official150-baseline-v1-20606161,other,"The ticket is a general inquiry about bulk order discounts, not related to order status, refunds, or account help.",1,1,0,0,success,,1.156729,302.0,5.97e-05,cs-routing-official150-focused-v2-61199498,155,other,Customer is asking about bulk-order pricing.,Pass,1,1,0,stable_pass,
t141,Why is shipping so expensive? Just feedback — not asking about a specific order.,other,other,"The customer is providing feedback about shipping costs, which does not fit into the other specified categories.",1,1,0,0,success,,0.657371,236.0,4.8e-05,cs-routing-official150-baseline-v1-20606161,other,The customer is providing feedback and not asking about an order or requesting a refund.,1,1,0,0,success,,0.589715,299.0,5.61e-05,cs-routing-official150-focused-v2-61199498,156,order_status,Customer is asking about shipping — sounds like an order_status concern.,Fail,0,0,0,stable_pass,Shipping_Context_Boundary
t142,Your shipping prices are wild. Just sharing feedback.,other,other,"The ticket is providing feedback about shipping prices, which does not fit into the other specified categories.",1,1,0,0,success,,0.781283,230.0,4.71e-05,cs-routing-official150-baseline-v1-20606161,other,The customer is providing feedback and not requesting a refund or any specific assistance.,1,1,0,0,success,,0.626413,292.0,5.46e-05,cs-routing-official150-focused-v2-61199498,157,other,Customer is offering general feedback about pricing.,Pass,1,1,0,stable_pass,
t143,"Shipping costs feel really high. Just venting, not about a specific order.",other,other,"The customer is expressing a general concern about shipping costs, not related to a specific order.",1,1,0,0,success,,0.628527,235.0,4.74e-05,cs-routing-official150-baseline-v1-20606161,other,The customer is providing feedback about shipping costs without requesting a refund or any specific order assistance.,1,1,0,0,success,,1.123529,301.0,5.73e-05,cs-routing-official150-focused-v2-61199498,158,order_status,Customer is mentioning shipping — order_status.,Fail,0,0,0,stable_pass,Shipping_Context_Boundary
t144,Are the AirPods you sell authentic Apple products?,other,other,"The question is about product authenticity, which does not fit into the specified categories.",1,1,0,0,success,,0.82548,227.0,4.53e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking a general question about product authenticity, not requesting a refund or assistance with an order.",1,1,0,0,success,,0.828042,298.0,5.82e-05,cs-routing-official150-focused-v2-61199498,159,product_issue,Customer is questioning product authenticity — sounds like a product issue.,Fail,0,0,0,stable_pass,Product_Context_Boundary
t145,"Just want to make sure — the AirPods on your store are genuine Apple, right?",other,other,The customer is asking a general question about product authenticity.,1,1,0,0,success,,0.531943,230.0,4.35e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking a general question about product authenticity, not requesting a refund or any account help.",1,1,0,0,success,,0.919303,305.0,5.88e-05,cs-routing-official150-focused-v2-61199498,160,product_issue,Customer is asking about authenticity — product concern.,Fail,0,0,0,stable_pass,Product_Context_Boundary
t146,Are these AirPods real Apple gear or knock-offs?,other,other,"The question is about the authenticity of the product, which does not fit into the specified categories.",1,1,0,0,success,,0.778422,231.0,4.725e-05,cs-routing-official150-baseline-v1-20606161,other,The customer is asking a general question about the authenticity of a product.,1,1,0,0,success,,0.720481,292.0,5.415e-05,cs-routing-official150-focused-v2-61199498,161,product_issue,Customer is questioning whether the product is genuine.,Fail,0,0,0,stable_pass,Product_Context_Boundary
t147,Do you sell gift cards? Couldn't find them anywhere on the site.,other,other,"The customer is asking a general question about gift cards, which does not fit into the other specified categories.",1,1,0,0,success,,0.831987,236.0,4.89e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking a general question about gift cards, which does not fit into the other specified categories.",1,1,0,0,success,,0.772554,302.0,5.88e-05,cs-routing-official150-focused-v2-61199498,162,other,Customer is asking about gift cards — pre-purchase.,Pass,1,1,0,stable_pass,
t148,Any gift cards available? Don't see them in the menu.,other,other,"The customer is inquiring about the availability of gift cards, which does not fit into the specified categories.",1,1,0,0,success,,1.545981,234.0,4.86e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is inquiring about the availability of gift cards, which does not fit into the specified categories.",1,1,0,0,success,,0.795126,300.0,5.85e-05,cs-routing-official150-focused-v2-61199498,163,other,Customer is asking about gift card availability.,Pass,1,1,0,stable_pass,
t149,Do you offer gift cards?,other,other,"The question is about gift cards, which does not fit into the specified categories.",1,1,0,0,success,,1.017634,223.0,4.47e-05,cs-routing-official150-baseline-v1-20606161,other,"The customer is asking a general question about gift cards, which does not fit into the other specified categories.",1,1,0,0,success,,0.624358,294.0,5.76e-05,cs-routing-official150-focused-v2-61199498,164,other,Customer is asking about gift cards.,Pass,1,1,0,stable_pass,
